code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,ar
002199,,,,,,,,,,,,,,,,,,,,,,,-0.0027131649796088998
002201,,,,,,,,,,,,,,,,,,,,,,,0.00834376695491603
300488,,,,,,,,,,,,,,,,,,,,,,,0.001562663801961071
300154,,,,,,,,,,,,,,,,,,,,,,,0.00015480717597285198
603013,,,,,,,,,,,,,,,,,,,,,,,0.0020152029459846493
300321,,,,,,,,,,,,,,,,,,,,,,,-0.0013794280572281133
002901,,,,,,,,,,,,,,,,,,,,,,,0.11411646323083852
300628,,,,,,,,,,,,,,,,,,,,,,,0.025466536493383554
300587,,,,,,,,,,,,,,,,,,,,,,,0.0010179740080533681
002625,,,,,,,,,,,,,,,,,,,,,,,0.007380888022475628
002536,,,,,,,,,,,,,,,,,,,,,,,-0.0034264957129491874
600316,,,,,,,,,,,,,,,,,,,,,,,0.01704388023089949
300576,,,,,,,,,,,,,,,,,,,,,,,0.04362476802010621
300688,,,,,,,,,,,,,,,,,,,,,,,0.015507988040104146
300686,,,,,,,,,,,,,,,,,,,,,,,0.041655206111233335
000818,,,,,,,,,,,,,,,,,,,,,,,0.031617353152592925
000887,,,,,,,,,,,,,,,,,,,,,,,-0.00186443817861033
000710,,,,,,,,,,,,,,,,,,,,,,,0.018894687741794418
603308,,,,,,,,,,,,,,,,,,,,,,,0.016362820666063402
300452,,,,,,,,,,,,,,,,,,,,,,,0.007474328551111486
603288,,,,,,,,,,,,,,,,,,,,,,,0.10212900261919342
002375,,,,,,,,,,,,,,,,,,,,,,,0.02074745651345093
300575,,,,,,,,,,,,,,,,,,,,,,,0.00705166565315055
603131,,,,,,,,,,,,,,,,,,,,,,,0.002786511718832377
300561,,,,,,,,,,,,,,,,,,,,,,,-0.0041218366839459765
000937,,,,,,,,,,,,,,,,,,,,,,,-0.0009601545822731113
300585,,,,,,,,,,,,,,,,,,,,,,,0.024732428296623088
600116,,,,,,,,,,,,,,,,,,,,,,,0.009780889335930545
300184,,,,,,,,,,,,,,,,,,,,,,,-0.0036637783197653127
603181,,,,,,,,,,,,,,,,,,,,,,,0.021032455345815316
300569,,,,,,,,,,,,,,,,,,,,,,,-0.0027914531055142655
002925,,,,,,,,,,,,,,,,,,,,,,,0.016687347697553638
600875,,,,,,,,,,,,,,,,,,,,,,,0.00928342807557747
600909,,,,,,,,,,,,,,,,,,,,,,,0.0012921802984675295
002413,,,,,,,,,,,,,,,,,,,,,,,0.005286434456765763
603319,,,,,,,,,,,,,,,,,,,,,,,0.0006776254699637203
300466,,,,,,,,,,,,,,,,,,,,,,,-0.004216956105653464
002576,,,,,,,,,,,,,,,,,,,,,,,-0.00023701127512509938
603444,,,,,,,,,,,,,,,,,,,,,,,0.13973210980924536
000301,,,,,,,,,,,,,,,,,,,,,,,0.012991377490756864
002294,,,,,,,,,,,,,,,,,,,,,,,0.015299599096008679
300075,,,,,,,,,,,,,,,,,,,,,,,0.006014738081505613
603638,,,,,,,,,,,,,,,,,,,,,,,0.17890039863506887
002831,,,,,,,,,,,,,,,,,,,,,,,0.0007056381856823956
300352,,,,,,,,,,,,,,,,,,,,,,,0.009155744658016421
300636,,,,,,,,,,,,,,,,,,,,,,,0.024272709347878348
600064,,,,,,,,,,,,,,,,,,,,,,,0.010633915693559422
603396,,,,,,,,,,,,,,,,,,,,,,,0.003954057897818821
600562,,,,,,,,,,,,,,,,,,,,,,,0.005463599625617623
600854,,,,,,,,,,,,,,,,,,,,,,,-0.0011488837957279573
002760,,,,,,,,,,,,,,,,,,,,,,,-0.0002913267634599235
002048,,,,,,,,,,,,,,,,,,,,,,,0.003991369406086576
000069,,,,,,,,,,,,,,,,,,,,,,,0.012187024338173105
600999,,,,,,,,,,,,,,,,,,,,,,,0.01791939647464731
002250,,,,,,,,,,,,,,,,,,,,,,,0.024453991201386766
603520,,,,,,,,,,,,,,,,,,,,,,,0.017146162492558344
002095,,,,,,,,,,,,,,,,,,,,,,,-0.0013013570756044632
600547,,,,,,,,,,,,,,,,,,,,,,,0.013703238203748058
300390,,,,,,,,,,,,,,,,,,,,,,,0.022990484450366902
300384,,,,,,,,,,,,,,,,,,,,,,,0.005786667374991223
300543,,,,,,,,,,,,,,,,,,,,,,,-0.0019100586443591817
300670,,,,,,,,,,,,,,,,,,,,,,,0.0011316773377584165
300410,,,,,,,,,,,,,,,,,,,,,,,-0.002957842240418382
300055,,,,,,,,,,,,,,,,,,,,,,,-0.003905761259150895
603111,,,,,,,,,,,,,,,,,,,,,,,0.00022774683527285712
300641,,,,,,,,,,,,,,,,,,,,,,,-0.0037685763742116058
300425,,,,,,,,,,,,,,,,,,,,,,,-0.0006386441079967263
601238,,,,,,,,,,,,,,,,,,,,,,,0.0028185601580934523
603335,,,,,,,,,,,,,,,,,,,,,,,0.012297185905865086
600729,,,,,,,,,,,,,,,,,,,,,,,0.017944118187733293
600038,,,,,,,,,,,,,,,,,,,,,,,0.01062846291056512
603100,,,,,,,,,,,,,,,,,,,,,,,0.001118498890321887
300163,,,,,,,,,,,,,,,,,,,,,,,-0.002582923442933035
603416,,,,,,,,,,,,,,,,,,,,,,,0.01691985052089558
300237,,,,,,,,,,,,,,,,,,,,,,,-0.008327329386205517
603228,,,,,,,,,,,,,,,,,,,,,,,0.009922601929634033
300743,,,,,,,,,,,,,,,,,,,,,,,-0.000602770486977642
300124,,,,,,,,,,,,,,,,,,,,,,,0.04315994268214687
300087,,,,,,,,,,,,,,,,,,,,,,,0.025737531064986493
002438,,,,,,,,,,,,,,,,,,,,,,,0.010843443884131982
300470,,,,,,,,,,,,,,,,,,,,,,,0.02127963503066204
300179,,,,,,,,,,,,,,,,,,,,,,,0.003977366210271105
300566,,,,,,,,,,,,,,,,,,,,,,,0.008278346169367744
002452,,,,,,,,,,,,,,,,,,,,,,,0.005163476158776556
300611,,,,,,,,,,,,,,,,,,,,,,,0.011267381801848818
300082,,,,,,,,,,,,,,,,,,,,,,,0.010926334590965142
002705,,,,,,,,,,,,,,,,,,,,,,,0.07786690324729202
603998,,,,,,,,,,,,,,,,,,,,,,,-0.005070689219876271
300292,,,,,,,,,,,,,,,,,,,,,,,0.0007497670077068221
300259,,,,,,,,,,,,,,,,,,,,,,,0.010872451932538003
603798,,,,,,,,,,,,,,,,,,,,,,,-0.0013363109509479838
300208,,,,,,,,,,,,,,,,,,,,,,,-0.0032084384016554768
601919,,,,,,,,,,,,,,,,,,,,,,,0.005475428757549192
300408,,,,,,,,,,,,,,,,,,,,,,,0.028177050593096987
600741,,,,,,,,,,,,,,,,,,,,,,,0.020499462530529044
002487,,,,,,,,,,,,,,,,,,,,,,,0.006667666608733463
300648,,,,,,,,,,,,,,,,,,,,,,,0.04025862843072531
300066,,,,,,,,,,,,,,,,,,,,,,,0.004525840762070783
300705,,,,,,,,,,,,,,,,,,,,,,,0.04118229858547558
603978,,,,,,,,,,,,,,,,,,,,,,,0.006343183693647662
603727,,,,,,,,,,,,,,,,,,,,,,,0.0024309605778032404
300011,,,,,,,,,,,,,,,,,,,,,,,-0.0063553727020887515
002361,,,,,,,,,,,,,,,,,,,,,,,0.005084654838887935
300322,,,,,,,,,,,,,,,,,,,,,,,0.007833166558421902
600072,,,,,,,,,,,,,,,,,,,,,,,0.005199905215396426
000959,,,,,,,,,,,,,,,,,,,,,,,0.0012607970196110822
601100,,,,,,,,,,,,,,,,,,,,,,,0.10987261951943719
002865,,,,,,,,,,,,,,,,,,,,,,,0.011018994192031884
000049,,,,,,,,,,,,,,,,,,,,,,,0.02064715189555329
603378,,,,,,,,,,,,,,,,,,,,,,,0.06125208003758188
002358,,,,,,,,,,,,,,,,,,,,,,,-0.00474725410730478
300595,,,,,,,,,,,,,,,,,,,,,,,0.11711490785953653
300114,,,,,,,,,,,,,,,,,,,,,,,0.007584961719896508
600771,,,,,,,,,,,,,,,,,,,,,,,-0.00025193189225635306
300174,,,,,,,,,,,,,,,,,,,,,,,0.0033074710688436515
300385,,,,,,,,,,,,,,,,,,,,,,,-0.007934306641343924
603617,,,,,,,,,,,,,,,,,,,,,,,0.0032540312280373448
002823,,,,,,,,,,,,,,,,,,,,,,,0.0009582489947944157
300419,,,,,,,,,,,,,,,,,,,,,,,-0.0033129541358166677
300234,,,,,,,,,,,,,,,,,,,,,,,-0.00897942776538477
603200,,,,,,,,,,,,,,,,,,,,,,,0.019730156567489145
600023,,,,,,,,,,,,,,,,,,,,,,,0.00241661231093625
000566,,,,,,,,,,,,,,,,,,,,,,,0.003998581401967529
002254,,,,,,,,,,,,,,,,,,,,,,,0.01297450704903775
603767,,,,,,,,,,,,,,,,,,,,,,,-0.0007700237204245002
000543,,,,,,,,,,,,,,,,,,,,,,,-0.0006962572144979998
300007,,,,,,,,,,,,,,,,,,,,,,,0.006305109218552788
300482,,,,,,,,,,,,,,,,,,,,,,,0.04135651183777087
600531,,,,,,,,,,,,,,,,,,,,,,,0.0066531475301268815
002300,,,,,,,,,,,,,,,,,,,,,,,0.0012725484675410203
002049,,,,,,,,,,,,,,,,,,,,,,,0.06000067562025718
300382,,,,,,,,,,,,,,,,,,,,,,,0.01056282513008929
600303,,,,,,,,,,,,,,,,,,,,,,,-0.008178234733674883
600718,,,,,,,,,,,,,,,,,,,,,,,0.0015219290245277219
603908,,,,,,,,,,,,,,,,,,,,,,,0.010489920130213024
300472,,,,,,,,,,,,,,,,,,,,,,,-0.004859574273440357
600641,,,,,,,,,,,,,,,,,,,,,,,0.02796033784822752
000633,,,,,,,,,,,,,,,,,,,,,,,-0.005671203464682327
000561,,,,,,,,,,,,,,,,,,,,,,,0.0020384451472342108
600804,,,,,,,,,,,,,,,,,,,,,,,-0.004172643971856747
601069,,,,,,,,,,,,,,,,,,,,,,,0.003931582109867331
600166,,,,,,,,,,,,,,,,,,,,,,,0.0010215629118493629
300177,,,,,,,,,,,,,,,,,,,,,,,0.003839556048300428
000776,,,,,,,,,,,,,,,,,,,,,,,0.009137995394367585
600629,,,,,,,,,,,,,,,,,,,,,,,-0.0036068771399015197
300438,,,,,,,,,,,,,,,,,,,,,,,0.0028590913381869886
300252,,,,,,,,,,,,,,,,,,,,,,,-0.00012381282815091763
002610,,,,,,,,,,,,,,,,,,,,,,,0.005461281010488468
300306,,,,,,,,,,,,,,,,,,,,,,,-0.0012612980810318244
300467,,,,,,,,,,,,,,,,,,,,,,,-0.005538949314991984
002074,,,,,,,,,,,,,,,,,,,,,,,0.008533503249113276
002242,,,,,,,,,,,,,,,,,,,,,,,0.04023002937142487
603939,,,,,,,,,,,,,,,,,,,,,,,0.05578131139270381
603665,,,,,,,,,,,,,,,,,,,,,,,0.0024428781796566198
603829,,,,,,,,,,,,,,,,,,,,,,,0.006982178456141591
002311,,,,,,,,,,,,,,,,,,,,,,,0.0862068473208803
601098,,,,,,,,,,,,,,,,,,,,,,,0.0031231629098156907
300613,,,,,,,,,,,,,,,,,,,,,,,0.017306538571197717
002916,,,,,,,,,,,,,,,,,,,,,,,0.09883297760411615
300644,,,,,,,,,,,,,,,,,,,,,,,0.006776634138450503
000603,,,,,,,,,,,,,,,,,,,,,,,0.013799709658859367
300232,,,,,,,,,,,,,,,,,,,,,,,0.003541156238217944
600007,,,,,,,,,,,,,,,,,,,,,,,0.005021777650219646
600973,,,,,,,,,,,,,,,,,,,,,,,0.00037368811181952706
002538,,,,,,,,,,,,,,,,,,,,,,,-0.000960883165280143
000630,,,,,,,,,,,,,,,,,,,,,,,0.0032537765811581558
300348,,,,,,,,,,,,,,,,,,,,,,,0.007157221180352591
300262,,,,,,,,,,,,,,,,,,,,,,,-0.005285216108980043
600006,,,,,,,,,,,,,,,,,,,,,,,0.0006047512622503642
603020,,,,,,,,,,,,,,,,,,,,,,,0.0006815214335951726
600827,,,,,,,,,,,,,,,,,,,,,,,0.02016120966962874
300727,,,,,,,,,,,,,,,,,,,,,,,0.02030997343072313
300145,,,,,,,,,,,,,,,,,,,,,,,-0.005956449528743373
000768,,,,,,,,,,,,,,,,,,,,,,,0.012121429633369632
002241,,,,,,,,,,,,,,,,,,,,,,,0.05692206364638684
300733,,,,,,,,,,,,,,,,,,,,,,,-0.007700896405265464
002281,,,,,,,,,,,,,,,,,,,,,,,0.01571572876861413
002666,,,,,,,,,,,,,,,,,,,,,,,0.006156805603081977
600884,,,,,,,,,,,,,,,,,,,,,,,0.008638615148963542
603806,,,,,,,,,,,,,,,,,,,,,,,0.030484042638477874
603970,,,,,,,,,,,,,,,,,,,,,,,0.004225409182576007
300121,,,,,,,,,,,,,,,,,,,,,,,0.0014772392081230051
002787,,,,,,,,,,,,,,,,,,,,,,,-0.004174337733784086
601139,,,,,,,,,,,,,,,,,,,,,,,0.013488062969294001
600590,,,,,,,,,,,,,,,,,,,,,,,-0.002695301821609919
603993,,,,,,,,,,,,,,,,,,,,,,,0.014922927922539875
000597,,,,,,,,,,,,,,,,,,,,,,,-9.10291046994887e-05
601899,,,,,,,,,,,,,,,,,,,,,,,0.029599338728494858
300295,,,,,,,,,,,,,,,,,,,,,,,-0.003490662291301013
600114,,,,,,,,,,,,,,,,,,,,,,,-0.0037169914505764856
300428,,,,,,,,,,,,,,,,,,,,,,,0.006264964528491705
002455,,,,,,,,,,,,,,,,,,,,,,,-0.005045764382632472
002674,,,,,,,,,,,,,,,,,,,,,,,0.00490314574030173
300326,,,,,,,,,,,,,,,,,,,,,,,0.042393777212410125
000932,,,,,,,,,,,,,,,,,,,,,,,0.003687751645689743
300514,,,,,,,,,,,,,,,,,,,,,,,0.029420665171210305
600501,,,,,,,,,,,,,,,,,,,,,,,-0.0003876871893533933
600458,,,,,,,,,,,,,,,,,,,,,,,-0.0012598711541846814
601890,,,,,,,,,,,,,,,,,,,,,,,0.003833687913406937
300045,,,,,,,,,,,,,,,,,,,,,,,0.013263089806744248
000060,,,,,,,,,,,,,,,,,,,,,,,0.0012397118860496793
603320,,,,,,,,,,,,,,,,,,,,,,,0.00622511999823759
300248,,,,,,,,,,,,,,,,,,,,,,,0.0035188402704836364
300240,,,,,,,,,,,,,,,,,,,,,,,-0.002145735035478126
601688,,,,,,,,,,,,,,,,,,,,,,,0.014775691625186096
002237,,,,,,,,,,,,,,,,,,,,,,,0.025336521839843657
002600,,,,,,,,,,,,,,,,,,,,,,,0.04107900255651188
601101,,,,,,,,,,,,,,,,,,,,,,,0.0008490238084762362
603633,,,,,,,,,,,,,,,,,,,,,,,0.0009434794843894865
600157,,,,,,,,,,,,,,,,,,,,,,,-0.0069905956319152125
002871,,,,,,,,,,,,,,,,,,,,,,,0.015112916963652431
002081,,,,,,,,,,,,,,,,,,,,,,,0.00840551841720402
600674,,,,,,,,,,,,,,,,,,,,,,,0.013812146499185374
002867,,,,,,,,,,,,,,,,,,,,,,,0.009640934575659038
600497,,,,,,,,,,,,,,,,,,,,,,,0.00023480472723224005
300690,,,,,,,,,,,,,,,,,,,,,,,0.014239646107177862
002917,,,,,,,,,,,,,,,,,,,,,,,-0.005968750750209287
002497,,,,,,,,,,,,,,,,,,,,,,,0.019475019927335763
603928,,,,,,,,,,,,,,,,,,,,,,,-0.0035106204465574775
000960,,,,,,,,,,,,,,,,,,,,,,,0.004879188923985573
300053,,,,,,,,,,,,,,,,,,,,,,,0.0059083498381692825
300040,,,,,,,,,,,,,,,,,,,,,,,0.0015269018924945952
600760,,,,,,,,,,,,,,,,,,,,,,,0.05566883395377168
600755,,,,,,,,,,,,,,,,,,,,,,,0.006717722687767164
300329,,,,,,,,,,,,,,,,,,,,,,,-0.002249968676606338
300578,,,,,,,,,,,,,,,,,,,,,,,0.09709942009299145
600104,,,,,,,,,,,,,,,,,,,,,,,0.006248624496653419
601886,,,,,,,,,,,,,,,,,,,,,,,0.0006627975450521899
300529,,,,,,,,,,,,,,,,,,,,,,,0.017555816281473288
603050,,,,,,,,,,,,,,,,,,,,,,,0.009187979229344428
601222,,,,,,,,,,,,,,,,,,,,,,,0.011813950909617526
600933,,,,,,,,,,,,,,,,,,,,,,,-0.0022251516010834025
603655,,,,,,,,,,,,,,,,,,,,,,,0.048714203127787715
603566,,,,,,,,,,,,,,,,,,,,,,,0.013123420684742218
002921,,,,,,,,,,,,,,,,,,,,,,,0.00997856166597825
600266,,,,,,,,,,,,,,,,,,,,,,,-0.00432664253247368
002328,,,,,,,,,,,,,,,,,,,,,,,-0.001417879359404085
600992,,,,,,,,,,,,,,,,,,,,,,,-0.0044015047629511524
603028,,,,,,,,,,,,,,,,,,,,,,,-0.003095564555167439
002518,,,,,,,,,,,,,,,,,,,,,,,0.009394047967547281
002078,,,,,,,,,,,,,,,,,,,,,,,0.031904146078669454
600297,,,,,,,,,,,,,,,,,,,,,,,0.00036234890415655076
603888,,,,,,,,,,,,,,,,,,,,,,,0.003989584014560635
300653,,,,,,,,,,,,,,,,,,,,,,,0.08263128610065344
002879,,,,,,,,,,,,,,,,,,,,,,,0.004043459661384017
300597,,,,,,,,,,,,,,,,,,,,,,,0.018298753293981826
603311,,,,,,,,,,,,,,,,,,,,,,,0.0017876865400814825
603728,,,,,,,,,,,,,,,,,,,,,,,0.011358099770273985
002327,,,,,,,,,,,,,,,,,,,,,,,0.00736405729707772
000823,,,,,,,,,,,,,,,,,,,,,,,0.012190996024942856
600267,,,,,,,,,,,,,,,,,,,,,,,0.02141421698023917
002100,,,,,,,,,,,,,,,,,,,,,,,0.03477180990450439
601878,,,,,,,,,,,,,,,,,,,,,,,0.013836716483068985
300459,,,,,,,,,,,,,,,,,,,,,,,-0.006039717595716684
603667,,,,,,,,,,,,,,,,,,,,,,,-0.004179291379104787
002868,,,,,,,,,,,,,,,,,,,,,,,0.0006871731618526827
600742,,,,,,,,,,,,,,,,,,,,,,,0.0035323782929706075
601233,,,,,,,,,,,,,,,,,,,,,,,0.019718737438176433
000551,,,,,,,,,,,,,,,,,,,,,,,0.007691403825353035
603139,,,,,,,,,,,,,,,,,,,,,,,0.008332414720804886
002701,,,,,,,,,,,,,,,,,,,,,,,0.0012751930994317803
002073,,,,,,,,,,,,,,,,,,,,,,,-0.0037857971232916174
000921,,,,,,,,,,,,,,,,,,,,,,,0.01363218411749386
002230,,,,,,,,,,,,,,,,,,,,,,,0.030480003252806878
002623,,,,,,,,,,,,,,,,,,,,,,,0.007308627180246667
600963,,,,,,,,,,,,,,,,,,,,,,,-0.0022107438656074475
601928,,,,,,,,,,,,,,,,,,,,,,,0.0031671199148549036
603630,,,,,,,,,,,,,,,,,,,,,,,0.007576152137994228
300143,,,,,,,,,,,,,,,,,,,,,,,0.028245608330725317
300393,,,,,,,,,,,,,,,,,,,,,,,-0.001110921988198873
300228,,,,,,,,,,,,,,,,,,,,,,,-0.006053964737650786
000581,,,,,,,,,,,,,,,,,,,,,,,0.01143360138272612
002552,,,,,,,,,,,,,,,,,,,,,,,0.010131187115293896
300112,,,,,,,,,,,,,,,,,,,,,,,-0.00043380063156563565
300162,,,,,,,,,,,,,,,,,,,,,,,0.0010718411249534211
002429,,,,,,,,,,,,,,,,,,,,,,,0.02999244242609964
002423,,,,,,,,,,,,,,,,,,,,,,,0.004484602084675614
300455,,,,,,,,,,,,,,,,,,,,,,,0.017128958630185282
300539,,,,,,,,,,,,,,,,,,,,,,,-0.005222524148554276
300123,,,,,,,,,,,,,,,,,,,,,,,0.010677872221466265
600227,,,,,,,,,,,,,,,,,,,,,,,-0.004701495693272126
002541,,,,,,,,,,,,,,,,,,,,,,,0.06253717010915574
300038,,,,,,,,,,,,,,,,,,,,,,,-0.0010558969552283697
603027,,,,,,,,,,,,,,,,,,,,,,,0.024054831779247752
601811,,,,,,,,,,,,,,,,,,,,,,,-0.0015793291067947508
603016,,,,,,,,,,,,,,,,,,,,,,,0.0026571791001051234
600967,,,,,,,,,,,,,,,,,,,,,,,0.005088182462625504
603041,,,,,,,,,,,,,,,,,,,,,,,0.0056427649964000594
002598,,,,,,,,,,,,,,,,,,,,,,,-0.00210694881859129
300487,,,,,,,,,,,,,,,,,,,,,,,0.023041678743769306
300460,,,,,,,,,,,,,,,,,,,,,,,-0.0004225550469265804
603718,,,,,,,,,,,,,,,,,,,,,,,0.052164177239402
603269,,,,,,,,,,,,,,,,,,,,,,,0.008948217879032628
300437,,,,,,,,,,,,,,,,,,,,,,,-0.0014791605914606738
002703,,,,,,,,,,,,,,,,,,,,,,,-0.006093055014943566
300224,,,,,,,,,,,,,,,,,,,,,,,0.008246460724535647
300267,,,,,,,,,,,,,,,,,,,,,,,-0.003779811120126974
000548,,,,,,,,,,,,,,,,,,,,,,,-0.0026814081180570985
300151,,,,,,,,,,,,,,,,,,,,,,,0.030567754882365777
000958,,,,,,,,,,,,,,,,,,,,,,,0.0027220141035772844
000333,,,,,,,,,,,,,,,,,,,,,,,0.04581356635751332
300342,,,,,,,,,,,,,,,,,,,,,,,0.009749621314682549
600426,,,,,,,,,,,,,,,,,,,,,,,0.03843394546541547
600353,,,,,,,,,,,,,,,,,,,,,,,0.0017217473370933426
600161,,,,,,,,,,,,,,,,,,,,,,,0.028700238802670662
300440,,,,,,,,,,,,,,,,,,,,,,,0.002245844957113344
300640,,,,,,,,,,,,,,,,,,,,,,,0.012069547498606285
601168,,,,,,,,,,,,,,,,,,,,,,,0.008028344342126311
600831,,,,,,,,,,,,,,,,,,,,,,,0.00039155888453321135
601018,,,,,,,,,,,,,,,,,,,,,,,0.006138964095685105
002837,,,,,,,,,,,,,,,,,,,,,,,0.03474182247898245
002367,,,,,,,,,,,,,,,,,,,,,,,0.008500561835934978
600184,,,,,,,,,,,,,,,,,,,,,,,-0.0014969509270798631
002636,,,,,,,,,,,,,,,,,,,,,,,-0.0006400282301391253
300676,,,,,,,,,,,,,,,,,,,,,,,0.14432730317787978
603225,,,,,,,,,,,,,,,,,,,,,,,-0.007544565243294662
600719,,,,,,,,,,,,,,,,,,,,,,,-0.0014188476783343314
002277,,,,,,,,,,,,,,,,,,,,,,,-0.0006490090413237179
300250,,,,,,,,,,,,,,,,,,,,,,,-2.4674759238528053e-05
300386,,,,,,,,,,,,,,,,,,,,,,,0.010178807042452418
600246,,,,,,,,,,,,,,,,,,,,,,,0.02180297058961951
002215,,,,,,,,,,,,,,,,,,,,,,,0.0004082508642963875
300679,,,,,,,,,,,,,,,,,,,,,,,-0.0015809960498437772
300634,,,,,,,,,,,,,,,,,,,,,,,0.04177473949002104
601699,,,,,,,,,,,,,,,,,,,,,,,0.005787152101625615
600073,,,,,,,,,,,,,,,,,,,,,,,0.008685156074656262
600061,,,,,,,,,,,,,,,,,,,,,,,0.009042094539488154
603690,,,,,,,,,,,,,,,,,,,,,,,0.30820497585645457
600693,,,,,,,,,,,,,,,,,,,,,,,1.9290996441433177e-05
600398,,,,,,,,,,,,,,,,,,,,,,,0.0002197538021652412
601968,,,,,,,,,,,,,,,,,,,,,,,0.0024441821279635226
300291,,,,,,,,,,,,,,,,,,,,,,,-0.00830368050784093
000550,,,,,,,,,,,,,,,,,,,,,,,0.003183654245088249
300303,,,,,,,,,,,,,,,,,,,,,,,0.023094242424173815
002252,,,,,,,,,,,,,,,,,,,,,,,-0.0008477907351834632
300658,,,,,,,,,,,,,,,,,,,,,,,0.02326444377371576
600210,,,,,,,,,,,,,,,,,,,,,,,0.007735695988115511
603388,,,,,,,,,,,,,,,,,,,,,,,0.004302708554837861
300195,,,,,,,,,,,,,,,,,,,,,,,-0.002088077331860471
300618,,,,,,,,,,,,,,,,,,,,,,,0.12682487091419764
002236,,,,,,,,,,,,,,,,,,,,,,,0.02304061260955503
601798,,,,,,,,,,,,,,,,,,,,,,,-0.0005776364269830164
603085,,,,,,,,,,,,,,,,,,,,,,,-0.0021273401494655017
000859,,,,,,,,,,,,,,,,,,,,,,,0.009810268526320616
603568,,,,,,,,,,,,,,,,,,,,,,,0.008859122352774695
300002,,,,,,,,,,,,,,,,,,,,,,,0.00365146435517157
300693,,,,,,,,,,,,,,,,,,,,,,,0.024787944780428645
002555,,,,,,,,,,,,,,,,,,,,,,,0.04948281638251823
603920,,,,,,,,,,,,,,,,,,,,,,,0.010416375716182178
603180,,,,,,,,,,,,,,,,,,,,,,,0.015224181923568248
000973,,,,,,,,,,,,,,,,,,,,,,,0.001616592190466431
300170,,,,,,,,,,,,,,,,,,,,,,,0.004872362840575642
000997,,,,,,,,,,,,,,,,,,,,,,,0.006757083093196885
300654,,,,,,,,,,,,,,,,,,,,,,,0.01151813942563971
300281,,,,,,,,,,,,,,,,,,,,,,,0.0001601412052387264
600761,,,,,,,,,,,,,,,,,,,,,,,0.012016459257631958
300021,,,,,,,,,,,,,,,,,,,,,,,0.0016582867266311744
300014,,,,,,,,,,,,,,,,,,,,,,,0.0812571903001721
600580,,,,,,,,,,,,,,,,,,,,,,,0.018780435022231753
600152,,,,,,,,,,,,,,,,,,,,,,,-0.005365825066021065
002296,,,,,,,,,,,,,,,,,,,,,,,-0.000632333973218625
002805,,,,,,,,,,,,,,,,,,,,,,,-0.0009012832813656507
002484,,,,,,,,,,,,,,,,,,,,,,,0.0056578744067357824
002322,,,,,,,,,,,,,,,,,,,,,,,0.003402400159407838
600557,,,,,,,,,,,,,,,,,,,,,,,0.0070143480882298315
603377,,,,,,,,,,,,,,,,,,,,,,,0.005111253822387488
300474,,,,,,,,,,,,,,,,,,,,,,,0.01601653552869742
002148,,,,,,,,,,,,,,,,,,,,,,,0.00020340570600529682
300507,,,,,,,,,,,,,,,,,,,,,,,-0.00319008205942771
300288,,,,,,,,,,,,,,,,,,,,,,,-0.002391377769836687
002683,,,,,,,,,,,,,,,,,,,,,,,0.1149634002282783
002799,,,,,,,,,,,,,,,,,,,,,,,0.0024747081101890666
600886,,,,,,,,,,,,,,,,,,,,,,,0.018881071521604283
002271,,,,,,,,,,,,,,,,,,,,,,,0.08611750544459809
603165,,,,,,,,,,,,,,,,,,,,,,,0.013914246655443123
600685,,,,,,,,,,,,,,,,,,,,,,,0.014221619669610705
002795,,,,,,,,,,,,,,,,,,,,,,,-0.007069490191324901
300400,,,,,,,,,,,,,,,,,,,,,,,0.007251059985691476
000419,,,,,,,,,,,,,,,,,,,,,,,0.0010276018646535883
603799,,,,,,,,,,,,,,,,,,,,,,,0.02430951406453117
002560,,,,,,,,,,,,,,,,,,,,,,,0.008201887992797635
002149,,,,,,,,,,,,,,,,,,,,,,,-0.0006021437550963498
002826,,,,,,,,,,,,,,,,,,,,,,,-0.0004412060169299466
600722,,,,,,,,,,,,,,,,,,,,,,,-0.005753491212416451
603669,,,,,,,,,,,,,,,,,,,,,,,-0.0024178113539028716
600895,,,,,,,,,,,,,,,,,,,,,,,0.01382850319134093
600155,,,,,,,,,,,,,,,,,,,,,,,0.007724217503135172
002338,,,,,,,,,,,,,,,,,,,,,,,0.013904413641086445
300101,,,,,,,,,,,,,,,,,,,,,,,0.004845306822502279
603387,,,,,,,,,,,,,,,,,,,,,,,0.02029816951749081
600833,,,,,,,,,,,,,,,,,,,,,,,0.0022518688848829817
002885,,,,,,,,,,,,,,,,,,,,,,,0.010132086747766193
300078,,,,,,,,,,,,,,,,,,,,,,,0.008716942186415826
603585,,,,,,,,,,,,,,,,,,,,,,,-0.0010635846954377773
603698,,,,,,,,,,,,,,,,,,,,,,,-0.0035210903151101217
600111,,,,,,,,,,,,,,,,,,,,,,,0.010125473920517854
603309,,,,,,,,,,,,,,,,,,,,,,,0.00224585160373911
002014,,,,,,,,,,,,,,,,,,,,,,,0.012896480200900893
002660,,,,,,,,,,,,,,,,,,,,,,,0.000695595845279423
300371,,,,,,,,,,,,,,,,,,,,,,,-0.0009672189314993036
002658,,,,,,,,,,,,,,,,,,,,,,,-0.0056934862380749384
300213,,,,,,,,,,,,,,,,,,,,,,,0.003235786950242504
